ID,Dept,Number,Call,Credits,Taken,Undergrads,Name,,
ECONW2105,,,87798,3,12,5,The American Economy,,
DNCEX2253,,,7648,0,14,5,African Dance II,,
BMEEE4740,BMEN,4740,18450,3,57,5,Bioinstrumentation,,
ASCMV2357,,,9865,4,13,5,Intro to Indian Civilizations,,
AHISW3600,,,82396,3,11,5,Nineteenth-Century Art,,
BUSIW3021,,,63252,3,17,5,Marketing Management,,
DNCEX1333,,,3372,1,8,5,Modern II,,
SOCIW3000,,,76698,3,6,5,Social Theory,,
CHNSC1202,,,92096,5,11,5,Intermediate Chinese N,,
ECONG4301,,,96199,3,15,5,Economic Growth and Developmnt I,,
CIENE4140,CEEM,4140,76949,3,98,5,"Envir,Hlth,Safety Conc Constr",,
MATHW4032,,,77646,3,13,5,Fourier Analysis,,
DNCEX3000,,,8523,3,7,5,From Page to Dance Stage,,
WRITW1101,,,85804,3,9,5,Beginning Nonfiction Workshop,,
CHENE4010,CHEN,4010,61998,3,194,5,Chemical Process Analysis,,
ITALV1102,,,64195,4,15,5,Elementary Italian II,,
PORTW1320,,,28235,4,8,5,Comp Elem Port I/Ii-Span Spkrs,,
AHUMV3830,,,60098,4,9,5,Coll On Modern East Asia Texts,,
EAEEE9900,EAEE,9900,22196,0,5,5,Doctoral Dissertation,,
ENGLW3001,,,66346,4,10,5,Literary Texts and Crit Methods,,
ENGLW3011,,,68546,0,10,5,Literary Texts and Crit Mthds(Sem),,
PHYSG4021,,,70892,3,11,5,Quantum Mechanics I,,
CIENE4257,CEEM,4257,76998,3,38,5,Contam Transp-Subsurface Systm,,
DNCEX3139,,,3243,1,12,5,Ballet V,,
CIENE0003,CEEM,3,21148,0,24,5,Water Res/Environmental Track,,
CLGMV3920,,,16098,3,7,5,World Responds to the Greeks,,
MECEE4320,MECE,4320,88025,3,29,5,Intro to Combustion,,
PHILV3576,,,18230,3,10,5,Philosophy and Physics,,
DNCEX1332,,,4577,1,7,5,Modern II,,
ASCMV2001,,,1120,4,6,5,Tpcs-Asian Civ-Mid East-India,,
PHYSC2699,,,25950,3,9,5,Exp'Ts In Classicl/Mod Physics,,
ACLGV2028,,,83048,3,9,5,Intro to 21St Cent Archaeology,,
MATHW4051,,,64054,3,10,5,Topology,,
DNCEX2333,,,1630,1,7,5,Modern III,,
HISTW1010,,,68351,3,6,5,"Ancient Greek Hist, 800-146 Bc",,
STATW2024,,,61737,3,8,5,Appl Lin Regression Analysis,,
MUSIG6602,,,74661,3,12,5,Basic Electroacoustics II,,
ECONX1007,,,3020,3,7,5,Math Methods For Economics,,
COMSW4162,COMS,4162,60624,3,18,5,Advanced Computer Graphics,,
JPNSC1201,,,73741,5,9,5,Second Year Japanese I,,
RELIV2005,,,12125,4,6,5,Buddhism: Indo-Tibetan,,
MUSIG6601,,,22700,3,6,5,Electronic Music I,,
ASTRW1453,,,29129,3,9,5,Another Earth,,
ANTHV2014,,,70336,3,6,5,Archaeology and Africa,,
ELENE1101,ELEN,1101,75327,3,8,5,The Digital Information Age,,
MATHV3386,,,27358,3,8,5,Differential Geometry,,
ASPHV1900,,,75110,1,7,5,Sem-Contemp Physics/Astronomy,,
PSYCX2151,,,7929,3,10,5,Organizational Psychology,,
HISTW3488,,,27875,3,6,5,Warfare In the Modern World,,
FILMW3302,,,18100,0,5,5,Topics In American Film,,
ENGLF1010,,,26699,3,8,5,University Writing,,
EARLW4127,,,62496,4,5,5,Poetry In Buddhist Lit,,
HISTW3811,,,89281,3,10,5,S Asia II: Empire/Its Aftr,,
FILMW3300,,,94256,3,5,5,Tpcs In Amer Cinema: Come,,
AHISX3673,,,4585,3,5,5,Intro History of Photography,,
FRENW3131,,,13203,2,8,5,Third-Year Conversation Fr I,,
MUSIV3322,,,75547,3,5,5,Music Theory IV,,
MECEE4606,MECE,4606,63866,3,36,5,Digital Manufacturing,,
MDESW2650,,,26908,4,6,5,Gandhi and His Interlocutors,,
PSYCW2280,,,62748,3,5,5,Intro-Developmental Psychology,,
DNCEX2143,,,5943,0,5,5,Pointe: Pointe Work For B,,
HISTW1054,,,76396,4,13,5,Intor to Byzantine History,,
ASTRC1610,,,67648,3,6,5,Theor-Univers: Babylon-Big Bang,,
PHYSW2601,,,67599,3,36,5,Physics III: Class/Quantum Wave,,
FRENW3405,,,10997,3,8,5,Third-Year Grammar and Comp I,,
CHEMW3450,,,67547,0,5,5,Organic Chemstry II-Rec,,
COMSE6125,COMS,6125,86288,3,37,4,Web-Enhanced Information Mgmt,,
ELENE6717,ELEN,6717,17601,3,80,4,Information Theory,,
MSAEE6273,APAM,6273,12035,3,90,4,Materials Science Reports,,
CIENE4243,CEEM,4243,24247,3,99,4,Foundation Engineering,,
IEORE4722,IEOR,4722,21896,1,156,4,Tpc: Algorithmic Trading,,
IEORE4602,IEOR,4602,63597,3,294,4,Quantitative Risk Management,,
COMSW4203,COMS,4203,29673,3,32,4,Graph Theory,,
APPHE4600,APAM,4600,15820,3,58,4,Fundamentals of Dosimetry,,
EAIAW4200,,,65918,3,50,4,Alternative Energy Resour,,
PHYSG4003,,,82548,3,42,4,Advanced Mechanics,,
ELENE6010,ELEN,6010,96400,4,44,4,Design Prin For Biol Circuits,,
IEORE4710,IEOR,4710,83447,3,169,4,Term Structure Modeling,,
JPNSC1202,,,22796,5,10,4,Second Year Japanese II,,
CIENE4246,CEEM,4246,16451,3,46,4,Earth Retaining Structures,,
ELENE6331,ELEN,6331,13063,3,145,4,Princpls Semiconductr Physcs I,,
ELENE9002,ELEN,9002,83103,0,37,4,Research II,,
EAEEE9800,EAEE,9800,25945,12,6,4,Doctoral Research Instruction,,
ECONW4413,,,21911,3,14,4,Econometrics of Time Series,,
STATW4840,,,16043,3,22,4,Theory of Interest,,
CSORE4010,IEOR,4010,63249,3,35,4,Graph Theory: Combinatl View,,
CHENE8100,CHEN,8100,25782,3,13,4,Topics In Biology,,
CHEEE6252,EAEE,6252,74695,3,19,4,Adv Surface/Colloid Chemistry,,
ELENE6002,ELEN,6002,78543,3,167,4,Advanced Projects,,
EAEEE4361,EAEE,4361,12634,3,38,4,Econ-Earth Resource Industries,,
EESCW4924,,,21246,3,10,4,Intro to Atmospheric Chemistry,,
BMENE6003,BMEN,6003,10129,3,161,4,Comp Modeling-Physiol Systems,,
IEORE4735,IEOR,4735,67195,3,144,4,Intro to Structure/Hybrid Prod,,
DROMB8107,,,91098,3,179,4,Service Operations Management,,
MECEE6100,MECE,6100,66065,3,69,4,Advanced Mechanics of Fluids,,
MECEE6104,MECE,6104,76901,3,91,4,Case Studies-Comput Fluid Dyn,,
APBME4650,APAM,4650,86782,3,70,4,Anatomy For Physicists and Engr,,
MECEE6103,MECE,6103,77537,3,54,4,Compressible Flow,,
ARCHV3101,,,4466,4,9,4,Arch Reprsentation: Abstraction,,
IEORE4731,IEOR,4731,87796,3,138,4,Credit Risk/Credit Derivatives,,
APMAE6302,APAM,6302,20943,3,14,4,Numerical Analysis of Pde'S,,
MATHV3952,,,853,3,4,4,Undergraduate Seminars II,,
EECSE6894,ELEN,6894,83097,3,21,4,Topic Deep Learning Com,,
APPHE3400,APAM,3400,94259,3,6,4,Physics of the Human Body,,
ECONW4500,,,16623,3,19,4,International Trade,,
IEORE4577,IEOR,4577,78443,0,40,4,Intellectual Property Entrepreneurs,,
RELIV2305,,,27646,3,11,4,Islam,,
ECBME4090,ELEN,4090,73749,3,33,4,Brain Computer Interfaces Lab,,
BMEEE4030,BMEN,4030,79287,3,29,4,Neural Control Engineering,,
RUSSV3222,,,22544,3,9,4,Tolstoy and Dostoevsky,,
AHUMV3341,,,10801,0,11,4,Art-China,Japan,Korea-Disc
MATHW4155,,,27147,3,9,4,Probability Theory,,
IEORE4521,IEOR,4521,79030,3,14,4,System Engi Tools/Methods,,
MDESW1511,,,27947,5,5,4,1St Yr Mod Hebrew: Elem II,,
WRITW1201,,,88302,3,10,4,Beginning Poetry Work,,
ENMEE4113,CEEM,4113,24978,3,41,4,Advanced Mechanics of Solids,,
ASTRX1754,,,5649,3,11,4,Stars Galaxies and Cosmology,,
AHISV3250,,,11096,3,8,4,Roman Art and Architecture,,
ECONW4700,,,12285,3,9,4,Financial Crises,,
ELENE6773,ELEN,6773,73315,3,61,4,Topic Network Econ and Eng,,
JPNSW4005,,,68328,5,6,4,Third Year Japanese I,,
IEORE4525,IEOR,4525,63450,3,144,4,Machine Learning or and Fe,,
CHEMC3079,,,64840,4,4,4,Physical Chemistry I-Lectures,,
PHYSW3007,,,65048,3,13,4,Electricity-Magnetism,,
WMSTV1001,,,7651,3,7,4,Intro-Women and Gender Studies,,
ECONW4370,,,24174,3,9,4,Political Economy,,
SOCIW3671,,,92247,3,5,4,"Media, Culture and Society",,
HISTX1062,,,1494,3,6,4,Intro to Later Middle Ages,,
ARCHA6784,,,21297,3,5,4,"Stone, Brick + Terra Cotta",,
BIOTW4201,,,26008,3,11,4,Sem-Biotech Devpt and Regulation,,
RELIW4815,,,98596,4,6,4,Technology,Religion,Future
MSAEE3900,APAM,3900,16650,4,15,4,Undergrad Res In Materials Sci,,
PSYCX2141,,,9256,3,5,4,Abnormal Psychology,,
MUSIX3140,,,6010,3,9,4,"Vocal Repertoire, Technique",,
ECONX2010,,,4161,3,5,4,The Economics of Gender,,
KORNW1201,,,23664,5,6,4,Intermediate Korean I,,
ASTRC2001,,,15164,3,8,4,Intro to Astrophysics I,,
MUSIW4430,,,13346,3,6,4,Listen/Sound-Cross-Cultl Persp,,
FILMW3001,,,64288,3,6,4,Intro-Study and Theory of Film,,
FILMW3011,,,92402,0,6,4,Intro-Study and Theory-Film-Disc,,
CHENE4231,CHEN,4231,11747,3,18,4,Solar Fuels,,
MECEE4430,MECE,4430,60996,3,36,4,Automotive Dynamcis,,
MUSIG6611,,,78441,3,6,4,Computer Music II,,
CHNSC1011,,,78783,2,7,4,Introductory Chinese B,,
CHNSC1201,,,11647,5,7,4,Intermediate Chinese N,,
ASTRW1404,,,25124,3,14,4,"Stars, Galaxies and Cosmology",,
DNCEX2561,,,7481,3,7,4,Applied Anatomy For Hum M,,
CHNSW4006,,,25031,5,8,4,Advanced Chinese W,,
HSMEW3810,,,68396,3,9,4,History of South Asia I,,
JAZZW4900,,,66293,3,5,4,Jazz and the Lit Imaginat,,
FRENX1203,,,7074,3,11,4,Intermediate French I,,
HISTX1760,,,3717,3,9,4,Intr African Hist: 1700-Pr,,
FRENX1204,,,3061,3,7,4,Intermediate French II,,
PSYCW2650,,,64244,3,5,4,Intro to Cultural Psychology,,
DNCEX2254,,,7041,1,5,4,Classical Indian I,,
CHENE4630,CHEN,4630,85950,3,5,4,Topics In Soft Materials,,
EECSE6321,ELEN,6321,72851,4,69,4,Adv Digital Electronic Circuit,,
DNCEX2139,,,2978,1,7,4,Ballet IV,,
HISTW3302,,,16993,3,5,4,European Catastrophe,,
MDESW1211,,,86698,5,7,4,First Year Arabic II,,
MATHX2006,,,5518,3,6,4,Combinatorics,,
CHEMX3231,,,7716,3,4,4,Organic Chemistry II-Lec,,
RELIW4015,,,76497,4,5,4,Reincarnation and Technology,,
DNCEX2570,,,4251,3,6,4,Dance In New York City,,
ENGLW3034,,,73447,3,4,4,Canterbury Tales,,
MUSIV3395,,,24116,3,4,4,Listening to Hip-Hop,,
MUSIV3138,,,13092,3,5,4,The Music of Brahms,,
EEEBW4321,,,21331,4,4,4,"Hum Nature: Dan,Race and Identity",,
ARCHV1010,,,3852,3,5,4,Design Futures: New York C,,
MDESW2030,,,70847,4,6,4,Maj Debates-Study of Africa,,
MDESW2031,,,62249,0,6,4,Maj Debates-Study of Africa,,
MUSIX1501,,,4505,2,4,4,Voice Instruction,,
ECONW4850,,,71942,4,7,4,Cognitive Mech and Econ Behavior,,
MUSIW1517,,,81846,1,5,4,Keyboard Harmony/Musicianship,,
ELENE4361,ELEN,4361,91096,3,9,4,Power Electronics,,
MSAEE3011,APAM,3011,77696,3,6,4,Intro to Materials Science I,,
ENGLF1020,,,11203,3,5,4,University Writing: Internat'L,,
MSAEE3013,APAM,3013,14530,3,6,4,Laboratory In Materials Sci I,,
STABE0001,ENGI,1,78532,15,4,4,Full-Time Study Abroad Program,,
BIOLC2908,,,12203,1,6,4,1St Year Sem In Modern Biology,,
ELENE9001,ELEN,9001,73623,3,42,3,Research I,,
IEORE4999,IEOR,4999,88598,1,282,3,Curricular Practical Training,,
APPHE6335,APAM,6335,12201,3,49,3,Radiation Therapy Physics,,
APPHE4500,APAM,4500,72850,3,53,3,Health Physics,,
BMENE4840,BMEN,4840,78305,3,13,3,Functional Imaging Brain,,
STATW4242,,,61055,3,27,3,Introduction to Data Science,,
ELENE6412,ELEN,6412,12538,3,61,3,Lightwave Devices,,
CIENE4245,CEEM,4245,29530,3,106,3,Tunnel Design and Construction,,
ELENE6951,ELEN,6951,86900,3,44,3,Wireless and Mobile Networking I,,
BMENE4750,BMEN,4750,97599,3,15,3,Sound and Hearing,,
ECBME6040,ELEN,6040,28786,3,106,3,Neural Networks and Deep Learning,,
PHYSG4018,,,70776,3,19,3,Solid State Physics,,
APPHE4330,APAM,4330,28647,3,44,3,Radiobiology For Med Phys,,
COMSE6121,COMS,6121,16998,3,24,3,Reliable Software,,
BIOLW4400,,,73460,4,9,3,Computational Genomics,,
IEORE6711,IEOR,6711,29393,4,64,3,Stochastic Modeling I,,
EEBME9070,ELEN,9070,23001,3,25,3,Optics In Neurosci/Cardiology,,
COMSE9800,COMS,9800,97252,6,5,3,Directed Research In Comp Sci,,
CIENE4212,CEEM,4212,24706,3,14,3,Structural Assessmnt and Failure,,
EAEEE4350,EAEE,4350,67002,3,44,3,Planng/Mgt-Urban Hydrolgc Syst,,
EAEEE6150,EAEE,6150,68448,3,138,3,Industrial Catalysis,,
MEBME4439,MECE,4439,70023,3,71,3,Modeling and Id of Dynamic Syst,,
POLSV1501,,,66846,3,10,3,Intro to Comparative Politics,,
POLSV1511,,,13466,0,10,3,Intro-Comparative Politcs-Disc,,
STATW4440,,,98602,3,20,3,Lin Regress/Time Series Mthds,,
ENGIE4800,ENGI,4800,19706,3,25,3,Data Science Capstone and Ethics,,
HISTX3116,,,8898,3,4,3,Filthy Lucre: a Hist of M,,
MSAEE4207,APAM,4207,26199,3,24,3,Lattice Vibes and Crystal Defcts,,
ECONW4020,,,75459,3,21,3,Economics of Information,,
ELENE6888,ELEN,6888,27652,3,70,3,Intro to Lte and Wimax Syst,,
EECSE6870,ELEN,6870,91647,3,89,3,Speech Recognition,,
VIARR1401,,,62048,3,4,3,Intro to Printmaking,,
ENMEE4363,CEEM,4363,60840,3,24,3,Multiscale Comp Sci and Engin,,
ASTRC1403,,,27279,3,20,3,"Earth, Moon, and Planets-Lect",,
DNCEX2455,,,6118,1,7,3,Feldenkrais For Dancers,,
MECEE6422,MECE,6422,21770,3,53,3,Intro-Theory of Elasticity I,,
MECEE4212,MECE,4212,75930,3,57,3,Microelectromechanical Systems,,
APPHE4130,VDEO,4130,61790,3,47,3,Physics/Solar Energy,,
ECONG4235,,,2473,3,10,3,Hist Foundatns of Modern Econ,,
HISTX3413,,,9398,3,10,3,United States 1940-1975,,
CHENE9500,CHEN,9500,13032,6,25,3,Doctoral Research,,
ECONW4228,,,60305,3,13,3,Urban Economics,,
PHILV2110,,,68026,3,3,3,Philosophy and Feminism,,
APPHE4210,APAM,4210,71097,3,16,3,Geophysical Fluid Dynamics Sem,,
KORNW1202,,,92398,5,7,3,Intermediate Korean II,,
ELENE6761,ELEN,6761,23898,3,240,3,Computer Communic Network,,
PHYSG6047,,,10848,4,11,3,Quantum Field Theory I,,
HSEAW3863,,,27427,4,5,3,The History of Modern Korea,,
STATW2025,,,75279,3,8,3,Appl Statistical Methods,,
ASTRC1404,,,68442,3,31,3,"Stars,Galaxies and Cosmology",,
SPANW3265,,,7881,3,18,3,Latin Amer Lit (In Translatn),,
AFASC3930,,,12537,4,9,3,Afam Photo Culture,,
BIOLW3031,,,93099,3,7,3,Genetics,,
GERMW1521,,,97501,2,4,3,Intermediate Conversation,,
CHNSG4016,,,84279,4,5,3,Readings In Modern Chinese,,
PHYSG4022,,,62091,3,15,3,Quantum Mechanics II,,
MSAEE4990,APAM,4990,81772,3,65,3,Spec Topics: Material Sci and Engin,,
MUSIV3630,,,81948,3,6,3,Recorded Sound,,
SPANW1208,,,6469,4,4,3,Span For Sp Speaking Students,,
AHISX3626,,,4585,3,5,3,In/Around Abstract Exprsnsm,,
FINCB8307,IEOR,8307,22350,3,154,3,Advanced Corporate Finance,,
ENGLW3269,,,18442,3,6,3,British Literature 1900-1950,,
HISTW3528,,,20848,3,7,3,The Radical Tradition In Amer,,
CHNSG4015,,,29032,4,5,3,Readings In Modern Chn,,
PSYCW3950,,,25946,2,8,3,Supervised Individual Research,,
HISTX1101,,,5950,3,6,3,European History 1500-1789,,
HISTX1402,,,2332,3,8,3,American Civ Since Civil War,,
ANTHV1200,,,27529,3,6,3,Sexuality,,
PHILV2201,,,1193,4,6,3,History of Philosophy II,,
PHILV2211,,,9852,0,6,3,Hist of Philosophy II-Rec,,
POLSW3962,,,62146,4,4,3,Global Env. Politics,,
SDEVW3355,,,21647,3,4,3,Climate Change and Law,,
COLLC1820,,,75559,2,5,3,Tpcs In Community Engagement,,
URBSV3550,,,5394,4,4,3,Community Building,,
VIARR3201,,,86798,3,5,3,Painting I,,
CIENE4236,CEEM,4236,80801,3,13,3,Designs-Prestress Concret,,
CSERW3926,,,65021,4,5,3,Latin Music and Identity,,
ELENE6820,ELEN,6820,76878,4,24,3,Speech/Audio Processing-Recog,,
MUSIW1518,,,76200,1,6,3,Keyboard Harmony/Musicianship,,
DROMB8108,,,86546,3,102,3,Supply Chain Management,,
CHNSW4013,,,78780,4,4,3,Business Chinese II,,
ECONW4996,,,28150,2,9,3,Research Course,,
ECONW4412,,,21198,3,14,3,Advanced Econometrics,,
MATHW4081,,,76842,3,7,3,Intro-Differentiable Manifolds,,
ELENE6902,ELEN,6902,60900,3,14,3,Tpc: Renewable Power Syst,,
STATW4413,,,74448,3,7,3,Nonparametric Statistics,,
ASTRC3602,,,66423,3,5,3,Physical Cosmology,,
DNCEX2563,,,8349,3,8,3,Dance Composition: Form,,
STATW4201,,,63905,3,22,3,Advanced Data Analysis,,
HSEAW4870,,,13758,3,5,3,Japan Before 1600,,
SUMAK4155,,,97450,3,14,3,Energy Markets and Innovation,,
MDESW3920,,,67583,3,3,3,Contemp Culture In Arab World,,
ENGLX3158,,,4988,3,3,3,Literatures Medieval Brit,,
CHEMC3098,,,29812,4,5,3,Supervised Independent Res,,
KORNW1101,,,61232,5,8,3,Elementary Korean N,,
HISTX3408,,,1067,3,6,3,Emerging Cities: 19Th C West,,
ITALV1121,,,12697,6,4,3,Intensive Elementary Italian,,
ANTHV3933,,,27735,4,3,3,Arabia Imagined,,
EAEEE2100,EAEE,2100,87033,3,20,3,A Better Planet By Design,,
EAASV3215,,,64895,3,3,3,Korean Literature and Fil,,
POLSV3313,,,26909,3,5,3,American Urban Politics,,
EAASW3338,,,63013,3,4,3,Cultrl Hist-Japanese Monsters,,
PHEDX1693,,,7764,1,4,3,Beginning Yoga,,
ENGLW4622,,,17487,3,3,3,African American Literature II,,
CIENE4247,CEEM,4247,21546,3,25,3,Des of Large-Scale Found Syst,,
RUSSV1102,,,18944,5,4,3,First-Year Russian II,,
SOCIW2240,,,26687,3,5,3,Economy and Society,,
MUSIV3172,,,25089,3,3,3,20Th Century Music,,
HISTW3478,,,12743,3,5,3,Us Intellectual Hist 1865-Pres,,
MECSE6615,MECE,6615,94267,3,31,3,Robotic Manipulation,,
HISTC4952,,,20330,3,3,3,Supervised Individual Rsrch,,
ANTHV3872,,,24816,4,3,3,Social Studies of Energy,,
MATHV3901,,,3481,3,3,3,Supervised Readings I,,
EESCX3040,,,6952,3,3,3,Environmental Law,,
PHYSG4012,,,12451,3,3,3,String Theory,,
EESCW4926,,,18381,3,4,3,Intro to Chemical Oceanography,,
AHISW3230,,,15313,3,7,3,Medieval Architecture,,
ENGLW4504,,,69639,3,3,3,"Yeats, Eliot, Auden",,
CLMEW4031,,,76346,4,8,3,Cinema and Soc In Asia and Africa,,
MUSIV2030,,,23280,3,4,3,Jewish Music In New York,,
MSAEE4201,APAM,4201,83030,3,43,3,Materials Thermodyn/Phase Diag,,
MUSIV3400,,,82699,3,3,3,Topics In Music and Society,,
CLCVW3111,,,28453,3,6,3,Plato and Confucius: Comp Anc Phil,,
RELIV1710,,,76397,3,5,3,God,,
BIOLX3360,,,5606,3,3,3,Animal Physiology,,
HRTSV3001,,,61551,3,4,3,Introduction to Human Rights,,
STATW1001,,,12371,3,5,3,Intro to Statistical Reasoning,,
AHISG4085,,,14602,3,3,3,Andean Art and Architecture,,
COMSW1001,COMS,1001,88982,3,6,3,Intro to Information Science,,
PHILV3551,,,22768,3,3,3,Philosophy of Science,,
MSAEE3012,APAM,3012,82785,3,5,3,Laboratory In Materials Sci I,,
MUSIX3145,,,3263,3,4,3,Worldmuse Ensemble,,
CHNSG5018,,,78346,4,4,3,Coll-Adv Mod Chinese Readings,,
ACCTB8008,,,16304,3,48,3,Earnings Quality and Fundamental,,
MATHV1218,,,20800,0,3,3,Honors Mathematics B-Rec,,
EAEEE4300,EAEE,4300,83597,3,7,3,Intro to Carbon Management,,
CHEMW3546,,,28570,3,3,3,Advanced Organic Chemistry,,
CLLTV3132,,,6333,3,3,3,Classical Myth,,
HISTW3020,,,26573,3,4,3,Roman Imperialism,,
PSYCW2460,,,25374,3,5,3,Drugs and Behavior,,
AHISW3208,,,65977,3,3,3,Arts of Africa,,
PSYCW2670,,,28462,3,3,3,Social Develeopment,,
EESCW4885,,,66811,3,8,3,Chemistry of Continentl Waters,,
THTRV3122,,,7221,1,5,3,Rehearsal and Performance,,
HISTW3360,,,15099,3,3,3,British Hist Fr 1867: Dem,,
EAASW3934,,,85535,3,3,3,Japan Cltr Thru Hist/Prac-Tea,,
ASTRW3601,,,138,3,5,3,"Relatvity,Black Holes,Cosmolgy",,
DNCEX2332,,,3016,1,4,3,Modern III,,
AHISW4870,,,72446,3,3,3,Minimalism and Postminimalism,,
SOCIV2208,,,5710,3,3,3,Culture In America,,
WRITW2201,,,10030,3,3,3,Intermediate Poetry Workshop,,
BMENE4320,BMEN,4320,12648,3,4,3,Fluid Biomechanics,,
AHISX3682,,,5167,3,3,3,Early Mdrnism and Crisis Rep,,
DNCEX2250,,,1472,1,4,3,Hip Hop Dance and Culture,,
CPLSW3942,,,62898,4,4,3,"Lit, Medicine and Technology",,
ENGLW3250,,,60195,4,4,3,Victorian Sci and Sci Fiction,,
EAASW3310,,,81030,3,4,3,Social Prob In Contemp China,,
CSERW1011,,,62593,3,4,3,Intro Asian American Studies,,
ENGLW3920,,,22072,4,3,3,Sir Gawain and the Green,,
CIENE9800,CEEM,9800,29293,3,6,2,Doctoral Research Instruction,,
ELENE4401,ELEN,4401,19260,3,20,2,Wave Trans and Fiber Optics,,
BIOLG4305,,,72799,3,11,2,Seminar In Biotechnology,,
IEORE4724,IEOR,4724,78651,1,193,2,Intro to Structure/Hybrid Prod,,
CHENE4750,CHEN,4750,19239,3,6,2,The Genome and the Cell,,
ENMEE4214,CEEM,4214,88056,3,13,2,Theory of Plates and Shells,,
APPHE6102,APAM,6102,88450,3,14,2,Plasma Physics II,,
IEORE4111,IEOR,4111,78537,3,318,2,Operations Consulting,,
DRANB8835,,,78750,3,115,2,Quant Fin: Models and Computation,,
BMENE6500,BMEN,6500,19718,4,26,2,Tissue/Molecular Engi Lab,,
ELENE6413,ELEN,6413,17108,3,28,2,Lightwave Systems,,
APPHE6081,APAM,6081,63245,3,51,2,Solid State Physics I,,
ELENE6776,ELEN,6776,12938,3,139,2,Topic: Content Distribu N,,
EAEEE4901,VDEO,4901,77538,3,43,2,Environmental Microbiology,,
PHYSG6037,,,64474,4,11,2,Quantum Mechanics I,,
BIOCW4512,,,13008,3,3,2,Molecular Biology,,
CIENE4242,CEEM,4242,65719,3,36,2,Geotechnical Earthquake Engin,,
ECONW4213,,,27296,3,12,2,Advanced Macroeconomics,,
EAEEE6210,EAEE,6210,87148,3,12,2,Quant Environmtl Risk Analysis,,
DROMB8123,IEOR,8123,60802,3,95,2,Mse Demand and Supply Analytics,,
DROMB8510,IEOR,8510,10898,3,147,2,Managerial Negotiations,,
ELENE6314,ELEN,6314,23985,3,28,2,Adv Communication Circuits,,
STATG6503,,,67219,3,15,2,Stat Inf/Time-Series Modelling,,
APPHE6319,APAM,6319,65802,3,44,2,Clin Nuclear Medicine Physics,,
APPHE6330,APAM,6330,91199,3,47,2,Diagnostic Radiology Physics,,
APPHE6336,APAM,6336,87149,3,17,2,Adv Tpcs In Radiation Therapy,,
CIENE6131,CEEM,6131,81098,3,50,2,Quant Risk Mgmt Infrastructure,,
CIENE6333,CEEM,6333,25524,3,18,2,Finite Element Analysis II,,
COMSE6123,COMS,6123,15857,3,7,2,Prog Environmnt-Software Tools,,
CIENE4136,CEEM,4136,16047,3,109,2,Entrepreneurshp-Civ Eng/Constr,,
COMSE9910,COMS,9910,79040,6,33,2,Graduate Research I,,
ECONX3019,,,2843,3,8,2,Labor Economics,,
IEORE4578,IEOR,4578,76050,0,228,2,Prof Development For Ms and E,,
MGMTB8510,,,16855,3,96,2,Mse Managerial Negotiations,,
FINCB8368,,,60277,3,22,2,Security Analysis,,
IEORE4576,IEOR,4576,85950,3,136,2,Tpcs In Or: Programming,,
IEORE4736,IEOR,4736,82447,3,56,2,Experimental Finance,,
BMENE9500,BMEN,9500,13297,3,35,2,Doctoral Research,,
ENMEE6364,CEEM,6364,14135,3,19,2,Nonlinear Computational Mech,,
EEBME6092,ELEN,6092,63466,3,10,2,Topic Big Data In Neurosc,,
EEBME6099,BMEN,6099,77204,3,12,2,Tpcs: Comput Neurosci/Neuroengi,,
ANTHV1112,,,18106,0,3,2,Interpretation of Culture-Disc,,
EAEEE4301,EAEE,4301,76053,3,45,2,Carbon Storage,,
EECSE6898,ELEN,6898,26898,3,75,2,From Data to Solutions,,
STATG8325,,,64688,3,7,2,Topics In Advanced Statistics,,
MECEE4213,MECE,4213,28597,3,39,2,Biomems: Design Fab and Analysis,,
MATHW4071,,,77612,3,14,2,Intro to the Math of Fina,,
PHYSW4023,,,26597,3,3,2,Thermal and Statistical Physics,,
MATHG4076,,,97048,3,43,2,Capital Markets and Investments,,
PHYSG4011,,,17151,3,8,2,Particle Astrophys and Cosmology,,
DNCEX2565,,,6751,3,4,2,World Dance History,,
MATHW4392,,,25941,3,8,2,Quantum Mechanics Math,,
STATW4437,,,11071,3,41,2,Time Series Analysis,,
ECONW4750,,,22866,3,12,2,Globalization and Its Risks,,
MATHG6209,,,69899,4,6,2,Partial Differential Equations,,
HISTW1061,,,25472,3,4,2,Intro-Early Mid Ages: 250-1050,,
CIENE4139,CEEM,4139,81801,3,124,2,Thry/Pract of Virtal Dsgn Cons,,
ELENE4903,ELEN,4903,68157,3,67,2,Tpc: Machine Learning,,
MDESW3000,,,63382,4,3,2,Theories and Culture: Mid E,,
MDESW3005,,,19762,0,3,2,Theories and Culture: Mid E,,
IEORE4734,IEOR,4734,73597,1,32,2,For Exch/Relatd Derivatvs Inst,,
AHISW3611,,,62750,0,7,2,Nineteenth-Century Art-,,
ELENE4321,ELEN,4321,68967,3,64,2,Digital Vlsi Circuits,,
CHNSW4019,,,28031,3,15,2,History of Chinese Language,,
EAEEE4302,EAEE,4302,26507,3,19,2,Carbon Capture,,
COMSW3902,COMS,3902,98453,3,8,2,Undergraduate Thesis,,
CHENE6543,CHEN,6543,25952,1,35,2,Chemical Engin Res Methodology,,
ENMEE4114,CEEM,4114,28043,3,6,2,Mechancs of Fracture and Fatigue,,
