ID,Dept,Number,Call,Credits,Taken,Undergrads,Name,,
COCIF1102,,,95944,4,1,1,Contemp Westrn Civilization II,,
MSAEE8235,APAM,8235,72194,3,9,1,Materials Theory,,
VIARR3021,,,21616,3,3,1,Figure Drawing I,,
ARCHA4781,,,71896,3,1,1,"Surface, Screen and Structure",,
ARCHA6768,,,67546,3,1,1,Arch Metals,,
ARCHA4628,,,26096,3,1,1,Acoustics,,
MGMTB7519,,,68759,3,3,1,Launching New Ventures,,
ELENE6999,ELEN,6999,17053,1,63,1,Curricular Practical Training,,
EEMEE8601,MECE,8601,18844,3,9,1,Adv Topics In Control Theory,,
HNGRW1102,,,20227,4,2,1,Elementary Course II,,
MDESW3541,,,23303,3,1,1,Zionism: a Cultural Perspective,,
COMSE6181,COMS,6181,67065,3,34,1,Advanced Internet Services,,
MATHG6071,,,85846,3,18,1,Numerical Methods In Finance,,
ITALV3335,,,17788,3,2,1,Advanced Italian I,,
ENGLW3150,,,75509,3,2,1,"Immigrarion,Relocatn, Diaspora",,
PHILV1401,,,1435,3,6,1,Introduction to Logic,,
CANTW1101,,,75965,4,2,1,Elementary Cantonese I,,
EAASW4277,,,11348,4,2,1,Japanese Anime and Beyond,,
MECHE4320,MECE,4320,83300,3,12,1,Intro to Combustion,,
ENGLZ0001,,,73324,0,8,1,Listen and Speak For Int'L Studs,,
MDESW1101,,,65045,4,2,1,Elementary Tamil I,,
EESCV1600,,,29559,3,4,1,Earth Resources and Sustain Dev,,
VIARR3332,,,71147,3,2,1,Sculpture III,,
MDESW1214,,,60705,5,2,1,Second Year Arabic I,,
MUSIV1594,,,5085,1,1,1,Barnard-Columbia Chorus I,,
PHEDX1591,,,7079,1,1,1,Cardio/Body Sculpt,,
ECONG4527,,,62194,3,3,1,Econ Org and Developmnt of China,,
APPHE6380,APAM,6380,77350,3,13,1,Health Physics Practicum,,
HISTX3499,,,1494,3,1,1,Environmental Hist of U.S.,,
HISTW3406,,,27719,3,1,1,American Beginnings,,
FRENW1205,,,25649,8,1,1,Accelerated Inter Fren I + II,,
FRENW3334,,,64078,3,1,1,Major Literary Works Sinc,,
FILMW3010,,,25942,3,1,1,Cinema History IV: After 1990,,
FILMW3012,,,21246,0,1,1,Cinema Hist IV: After 1990-Disc,,
SOCIW2230,,,60280,3,1,1,Food and the Social Order,,
AMSTX3300,,,9317,4,1,1,The Wealth of Natives,,
MATHG4343,,,77380,4,1,1,Lie Groups and Representations,,
MATHG4152,,,76261,4,1,1,Analysis II,,
MATHG4176,,,25149,4,1,1,Complex Analysis/Riemann Surf,,
MATHG4402,,,77052,4,1,1,Modern Geometry,,
SOCIW3261,,,15944,3,1,1,Sexuality and Society,,
ENGLW4670,,,75591,3,1,1,American Film Genres,,
SOCWT6020,,,16952,3,1,1,Second Year Field Work,,
BACLE0001,ENGI,1,62657,0,1,1,Casb: Barcelona Program I,,
CATLK1103,,,61901,4,1,1,Comprehensive Elem Catala,,
SPANK3594,,,62053,4,1,1,Civil War/Historical Memo,,
AHISW3234,,,11098,3,1,1,Medieval Art II,,
AHISW3236,,,97252,0,1,1,Medieval Art II - Disc,,
EAASW4548,,,8723,4,1,1,Tibetan Cultures and Societ,,
MRKTB8635,,,16004,3,4,1,"Marketing the Arts, Culture and ",,
ECONX3011,,,9446,3,1,1,Inequality and Poverty,,
RELIW4120,,,5390,4,1,1,Gender In Anc Christianit,,
RELIV3311,,,350,3,1,1,Islam In Post-Colonial Wo,,
ENGLX3117,,,9348,3,1,1,Fiction Writing,,
ECONX3012,,,4244,3,1,1,The Economics of Education,,
ECONX3099,,,3719,3,1,1,Independent Study,,
HISTW3701,,,76985,3,1,1,The Ottoman Empire,,
PLANA6434,,,23296,3,2,1,Intro to Transportation Plan,,
CHEMX3230,,,7359,3,1,1,Organic Chemistry I-Lectures,,
URBSV3562,,,3848,4,1,1,City In Beta: Public Parti,,
HSEAW3880,,,19087,3,2,1,History of Modern China I,,
PHYSG6010,,,71308,3,5,1,Physical Cosmology,,
ECONW4998,,,26788,2,1,1,Supervised Independent Study,,
STATW2026,,,27171,3,1,1,Applied Statistical Methods II,,
ENGLW4621,,,68567,3,1,1,The Harlem Renaissance,,
SOCIW3010,,,17380,4,2,1,Methods For Social Research,,
ENGLW3985,,,17379,4,1,1,Film Noir,,
CPLSG4090,,,25952,4,1,1,Humanism and the Human,,
PHILV3352,,,1435,3,2,1,20Th Cen European Philoso,,
CLENG6628,,,24581,3,1,1,The Epistemolgy of Edward Said,,
CLPSG4200,,,73045,4,1,1,Freud,,
ARCHV3290,,,2863,3,1,1,Curating Architecture,,
MUSIV2026,,,61700,3,1,1,The Symphony,,
ENTAW3785,,,77034,4,1,1,Contemporary Theater,,
VIARR3202,,,17636,3,3,1,Painting II,,
ENGLW3960,,,64783,4,1,1,19Th Century Thrillers,,
SCNCC1000,,,86100,4,1,1,Frontiers of Science,,
SCNCC1100,,,93497,0,1,1,Frontiers of Science-Disc,,
BIOLW3510,,,11899,0,1,1,Indep Biological Research,,
EAEEE4011,EAEE,4011,27407,3,22,1,Indus Ecology of Manufacturing,,
HISTX3180,,,7891,3,2,1,"Merchants, Pirates, and Slaves",,
CLRSW4022,,,2814,3,1,1,Russia and Asia Orient-Eura,,
THTRV3000,,,5245,3,3,1,Theatre Trad Global Conte,,
THTRV2007,,,2270,3,3,1,Scene Lab,,
EESCW4835,,,78532,3,1,1,Wetlands and Climate Change,,
FILMW3830,,,63046,3,1,1,Lab In Nonfiction Filmmaking,,
POLSW3101,,,87788,0,1,1,Justice - Disc,,
WMSTX3131,,,5173,4,1,1,Women and Science,,
DNCEX2501,,,6101,3,1,1,Biomechanics For the Dancer,,
IEORE4729,IEOR,4729,15830,3,57,1,Adv Programming For Fin,,
ENGLW3732,,,23742,4,1,1,Postmodern Poetries,,
ZULUW1201,,,11382,4,1,1,Intermediate Zulu I,,
EESCW4223,,,29750,4,3,1,Sedimentary Geology,,
AFRSX2004,,,2457,3,2,1,Introductn to African Studies,,
HRTSG4320,,,67566,3,1,1,Human Rights and Foreign Policy,,
PHILV3752,,,60846,3,1,1,Philosophy of Law,,
POLSX3411,,,352,4,1,1,Coll: Building Peace,,
ENGLW4402,,,16028,3,1,1,Romantic Poetry,,
ENGLW3245,,,77439,3,1,1,Medieval Experimental Poe,,
A&HMY4150,,,51557,2,1,1,Instrumental Music Instructn I,,
ENGLX3164,,,9221,3,1,1,Shakespeare II,,
ENGLX3168,,,7200,3,2,1,Lyric Poetry: An Introduction,,
ENGLW3256,,,66511,3,2,1,Country and City In the 19 Cent,,
A&HMY5350,,,51677,2,2,1,Piano Instruction-Music Majors,,
SOCIW3920,,,22498,4,1,1,Social Networks,,
SOCIW3942,,,81758,4,1,1,Contemp Thry and Meth-Hist Soci,,
SOCIC3999,,,63269,4,1,1,Individual Study II,,
RUSSV1104,,,81946,1,1,1,First-Year Russ Grammar Lec I,,
CHNSC1221,,,70616,5,1,1,Intermediate Chinese W,,
ENGLW3278,,,64705,0,1,1,Found of American Lit I - Disc,,
HISTW4358,,,23160,4,1,1,Themes In Intellectual Hist,,
PLANA4538,,,23696,3,1,1,Re Entrepreneurialism For Arch,,
SOCIG4701,,,86497,4,1,1,Creativity/Tech: War and Commerce,,
ECONX3033,,,6157,4,2,1,Intermedte Macroeconomc Theory,,
COMSW4910,COMS,4910,13407,1,39,1,Curricular Practical Training,,
BENGW1101,,,22193,4,1,1,Elementary Bengali I,,
MDESW1310,,,21049,4,1,1,Elementary Armenian I,,
HSSLW4860,,,92999,4,1,1,Socialist and Post-Soc Cities Eurasia,,
ANTHV3947,,,28978,4,1,1,"Text, Magic, Performance",,
ASTRC2900,,,13761,1,3,1,Frontiers of Astrophysics,,
HISTW3716,,,66693,3,1,1,History of Islanic Societies,,
HISTK3992,,,74700,3,1,1,Ming and Qing History,,
MATHK3992,,,85853,3,1,1,Probability and Statistics,,
CLCVV3101,,,6516,3,1,1,Archaeology of Egypt and Nu,,
PHILV2003,,,64603,3,2,1,Intro to Philosophy of Art,,
DNCEX3567,,,4849,3,2,1,Dances of India,,
WRITW3530,,,23444,3,1,1,Process Writing and Writing Process,,
AHISW3616,,,16248,0,1,1,Visual Arts-Imperial Spain-Disc,,
DNCEX3143,,,9425,1,1,1,Classic Variations,,
COMSE0006,COMS,6,12354,0,1,1,Digital Systems Track,,
RELIV3805,,,63010,3,1,1,Religion 101,,
AHISX3642,,,6986,3,1,1,North American Art and Cu,,
SOCIX3214,,,3603,3,1,1,Soc of African American Life,,
LATNV3012,,,68449,3,1,1,Augustan Poetry,,
HISTW4779,,,68705,4,1,1,Africa and France,,
AFASW4031,,,60181,4,1,1,Popular Music/Protest Movemnts,,
HISTW4437,,,66787,4,1,1,Corp Behavior and Public Health,,
ENGLX3252,,,3975,4,1,1,Contemporary Media Theory,,
EECSE6765,ELEN,6765,28448,3,58,1,Internet of Things,,
YORUW1102,,,76293,4,2,1,Elementary Yoruba II,,
EESCG6921,,,17381,3,2,1,Atmospheric Dynamics,,
ECONX3039,,,8879,3,1,1,Envrnmtl and Ntrl Resource Econs,,
GERMX3010,,,7147,3,1,1,Current Issues: Ger and Austria,,
MDESG6210,,,75464,4,1,1,Readings In Classicl Arabic I,,
WRITW3304,,,98449,3,1,1,Exercises In Style,,
PHYSW4012,,,68459,3,3,1,String Theory,,
PHYSW3900,,,72049,2,2,1,Supervised Individual Research,,
CLRSW4011,,,65003,3,3,1,"Dostoevsky,Tolstoy and Eng Novel",,
RUSSV3430,,,68749,3,2,1,Russian For Heritage Speakers,,
DTCHW1102,,,29185,4,2,1,Elementary Dutch II,,
DNCEX3335,,,297,1,4,1,Modern Vi,,
CLMEG4241,,,81282,4,2,1,Sufism: Primary Texts/Contexts,,
ENGLW3393,,,29031,4,1,1,Banned Books,,
DNCEX3333,,,2130,0,3,1,Modern V: Graham,,
GREKV1101,,,71899,4,1,1,Elementary Greek I,,
JAZZW4920,,,13501,3,1,1,Jazz and Cinema,,
ITALW1102,,,24870,4,3,1,Elementary Italian II,,
APMAE9810,APAM,9810,69272,0,2,1,Seas Coll In Climate Sci,,
BIOLW4510,,,63496,4,5,1,Genomics of Gene Regulation,,
POLSW3680,,,24761,3,1,1,Tpcs In International Security,,
HSMEW3151,,,91352,3,1,1,History of Africa Before 1850,,
POLIW4102,,,29602,3,1,1,Advanced Polish II,,
CHEMG8111,,,17968,2,1,1,Nmr Spectroscopy-Inorganc Chem,,
IEORE4715,IEOR,4715,16796,1,26,1,Commodity Derivatives,,
POLSW4910,,,17621,4,1,1,Quantitative Politicl Research,,
PHYSW1001,,,13786,3,1,1,Physics For Poets,,
SUMAK4135,,,70009,3,47,1,Analysis For Energy Efficiency,,
ELENE6901,ELEN,6901,20308,3,14,1,Tpc: Adv In Phase Locked,,
ELENE6905,ELEN,6905,97748,3,8,1,Tpc: Optical Data Center N,,
AHISW3110,,,74952,3,3,1,Athenian Acropolis-5/6Cent Bce,,
CHEMW1410,,,86598,0,31,1,General Chemistry II-Rec,,
SUMAK4301,,,72571,3,3,1,Intl Environmental Law,,
AFRSX3563,,,4553,4,1,1,Translating Hispaniola,,
PORTW1220,,,70153,4,2,1,Comprehensive Intermed,,
HISTC4951,,,76296,3,1,1,Supervised Individual Rsrch,,
ZULUW1102,,,23335,4,1,1,Elementary Zulu II,,
ENGLW4801,,,13954,3,1,1,History of English Novel I,,
GRKMV1101,,,70797,4,2,1,Elementary Modern Greek I,,
POLSV3314,,,2098,0,1,1,Amer Urban Politics - Disc,,
RUSSV3332,,,66792,3,1,1,Strashnye Istorii,,
MUSIW4525,,,69864,3,1,1,Instrumentation,,
MDESW3121,,,63534,3,1,1,South African Lit and Culture,,
PHILV3353,,,8076,3,1,1,European Social Philosophy,,
PSYCG4635,,,65569,4,1,1,The Unconscious Mind,,
ENGLW3930,,,80942,4,1,1,Style In the Renaissance,,
HISTW4127,,,68730,4,1,1,Enlightenment and Its Critics,,
ASTRC1904,,,1887,1,2,1,Astronomy Lab II,,
FINCB7325,,,71392,3,4,1,Mergers and Acquisitions,,
HISTW3772,,,23477,3,1,1,West Africa,,
ARCHA4560,,,23441,3,1,1,Professional Practice,,
VIARR3503,,,81296,3,1,1,Beginning Video,,
HISTW4045,,,13260,4,1,1,Rome: Preindustrial Metropolis,,
EDUCX3058,,,4403,4,1,1,Science In the City II,,
EESCW1030,,,88697,3,1,1,Oceanography,,
MUSIV3335,,,60031,3,1,1,Analysis of Alternative Music,,
ACTUK4821,,,23546,3,2,1,Actuarial Methods I,,
EAASK3992,,,60878,3,1,1,Chinese Society,,
SPANW3710,,,72674,3,1,1,Survey of Latin American Lit,,
RELIV3860,,,23298,3,1,1,Sociology of Religion,,
LATNV1202,,,26323,4,2,1,Intermediate Latin II,,
EEEBW3656,,,26501,3,1,1,Quant Mthds-Biodiversity/Cons,,
CSERW3905,,,69784,4,1,1,Asian American and Psych of Race,,
CPLSX3171,,,5239,3,1,1,Kingdom of the Sick: Medcl Lit,,
AHISW3606,,,10233,3,1,1,Visual Arts In Imperial Spain,,
SWHLW1102,,,72176,4,1,1,Elementary Seahili II,,
CHNSG5016,,,81534,4,2,1,Coll-Adv Mod Chinese Readings,,
PHILV2111,,,73004,0,1,1,Hist-Phil: Pre-Socratcs-Augustn,,
SOCIW3915,,,17041,4,1,1,Stigma and Discrimination,,
PUNJW1102,,,25529,4,1,1,Elementary Punjabi II,,
AFASC3936,,,12781,4,1,1,Seminar: Black Intellectu,,
HISTW4659,,,68892,4,1,1,Crime In Latin America,,
PHILG4675,,,28150,3,2,1,The Direction of Time,,
WMSTW3890,,,22148,4,1,1,Sexuality and Citizenship In Amer,,
SOCIW3909,,,66899,4,1,1,Deviance and Social Control,,
RELIW4030,,,69984,4,1,1,Topics In Tibetan Philosophy,,
PHILV3131,,,1592,3,1,1,Aristotle,,
SUMAK4146,,,77224,3,7,1,Water Systems Analysis,,
CHEMW3046,,,18463,3,20,1,Intensve Org Chem-For 1St Year,,
EESCW2100,,,18944,4,7,1,Earth'S Enviro Syst: Clim Syst,,
GERMV1202,,,68663,4,4,1,Intermediate German II,,
INSMW3920,,,15409,4,1,1,Nobility/Civility: East/West I,,
MUSIV3165,,,12519,3,4,1,Jazz/Improvised Music Aft 1950,,
EESCW1010,,,15946,2,2,1,"Field Excur to Death Valley,Ca",,
RUSSV3431,,,74065,3,2,1,Russian For Heritage Spkrs II,,
VIARR3413,,,63458,3,1,1,Printmaking I: Silkscreen,,
SPANX3382,,,3665,3,1,1,Socioling Aspects U.S.Spanish,,
ENGLW4500,,,96447,3,1,1,H.G. Wells,,
HISTW3088,,,86953,4,1,1,Hist Jesus/Orgin of Chris,,
DNCEX2580,,,4471,3,1,1,Tap As An American Art Form,,
PSYCX1119,,,1312,3,1,1,Systems and Behav Neurosci -,,
ANTHK3996,,,66101,4,1,1,"Entorno, Espacio Y Vivien",,
COMSK3996,,,66201,4,1,1,Estructura De Datos,,
ASRLV3974,,,7229,4,1,1,Hindu Goddesses,,
ENGLW4130,,,65227,3,1,1,Literature to 1500,,
ASTRC1903,,,5686,1,1,1,"Earth, Moon, and Planets-Lect",,
URBSV3467,,,3276,3,1,1,Excavating the Empire City,,
PHYSX3006,,,7993,3,2,1,Quantum Physics,,
POLSW3210,,,65812,3,1,1,Judicial Politics,,
POLSW3322,,,16672,3,1,1,The American Congress,,
ANTHV2015,,,70407,3,2,1,Chinese Society,,
PUNJW1101,,,16769,4,2,1,Elementary Punjabi I,,
BIOLW4034,,,15937,3,2,1,Biotechnology,,
EESCW2200,,,11774,4,7,1,Earth'S Env System: Solid Earth,,
URBSV1515,,,2074,3,5,1,Introduction to Urban Studies,,
ENGLX3170,,,3012,3,2,1,Literature and Science 1600-,,
CIENE4244,CEEM,4244,96949,3,14,1,Geosynthetics/Waste Containmnt,,
MSAEE4200,APAM,4200,93696,3,6,1,Theory of Crystalline Material,,
WRITW2101,,,88029,3,2,1,Intermediate Nonfiction Wrkshp,,
INAFU4420,,,88246,1,2,1,"Oil, Rights and Development",,
WMSTX2140,,,9334,3,3,1,Critical Approaches,,
MUSIG4505,,,64700,3,2,1,Jazz Arranging and Composition,,
ASTRW3102,,,20699,3,1,1,Planetary Dynamics and Physics,,
MUSIV2021,,,92748,3,1,1,Music In Contemp Native Amer,,
HISTK3996,,,93706,4,1,1,History of Colonial Ameri,,
MATHK3996,,,47396,4,1,1,Differential Equations,,
ANTHV3714,,,64636,4,1,1,Zooarchaeology Method and T,,
MGMTB7518,,,63214,3,1,1,Introduction to Venturing,,
ENGLW4330,,,24779,3,1,1,British Romanticism,,
SOCIW3277,,,65745,3,2,1,Post Racial America,,
MUSIV3241,,,27551,3,1,1,Composition,,
MUSIW4319,,,19142,1,1,1,Ear-Training Vi,,
HISTW3722,,,12102,3,1,1,America and the Muslim World,,
ENGLX3126,,,6129,3,1,1,Adv Projects Prose Writing,,
MDESG4249,,,27201,4,1,1,"Jihad, Liberalism and Violence",,
HRTSV3190,,,98350,3,1,1,Int'L Human Rights Law,,
WMSTW4320,,,8773,4,1,1,Queer Theories and Historie,,
AHISC3011,,,63250,0,1,1,Intro to Architecture-Disc,,
ENGLX3098,,,7793,1,1,1,The English Conference,,
ENGLW4911,,,63291,3,1,1,Code and Poetry,,
SOCIW3958,,,61993,4,1,1,Fact and Fiction,,
HISTW3705,,,70952,3,1,1,Modern Egypt,,
MDESG4254,,,75534,3,1,1,"Arab Uprisings: Context,Origins",,
MDESG6031,,,76947,4,1,1,Nationalism In Middle Eas,,
AHISW3645,,,88399,3,1,1,20Th Cent Arch/City Plann,,
FRENX3073,,,7161,3,2,1,Africa In Cinema,,
CHEMG8104,,,13901,2,1,1,Struc Determination In In,,
BIOLX3388,,,7748,3,1,1,Tropical Ecology,,
RELIV2615,,,76985,3,1,1,Religions of Harlem,,
MUSIV1596,,,5333,1,1,1,Barnard-Columbia-Chambr Singer,,
ZULUW1101,,,73905,4,1,1,Elementary Zulu I,,
ENGLW3735,,,27065,4,1,1,"Grid,Fold,Crystal: Poetic Model",,
ENN91L,,,73087,0,1,1,Metabolism/Endocrinology Rsch,,
PHYSW4011,,,63020,3,2,1,Particle Astrophys and Cosmology,,
RUSSV3220,,,74741,3,1,1,Literature and Empire (19C Lit),,
RUSSV3320,,,1193,3,1,1,Masterpieces 20Th C Russ Lit,,
ENREX3810,,,952,4,1,1,Literary Approaches to Bible,,
MECEE6310,MECE,6310,97401,3,1,1,Mixture Theory For Bio Tissue,,
HISTW3398,,,71770,3,1,1,Politics of Terror: French Rev,,
HNGRW1101,,,17044,4,1,1,Elementary Hungarian I,,
ENGLW3267,,,64909,3,1,1,Foundations of American Lit I,,
BENGW1102,,,61782,4,1,1,Elementary Bengali II,,
HISTX1401,,,2245,3,1,1,American Civlztn to Civil War,,
ENGLW3710,,,95896,4,1,1,The Beat Generation,,
SOCIW3264,,,21296,3,2,1,The Changing American Family,,
PSYCX1125,,,589,3,1,1,Psychology of Personality-Lec,,
RELIW3601,,,87446,3,1,1,Atoms and Eve: Sci and Rel In Amer,,
CLENW4550,,,10312,3,1,1,Narrative and Human Rights,,
WMSTX3125,,,8116,3,1,1,Intro to Sexuality Studies,,
AHISX3654,,,3424,3,1,1,Institutional Critique,,
RELIV3730,,,87547,3,1,1,Philosophy of Religion,,
ANTHV3064,,,11355,3,1,1,Death and the Body,,
WRITW3330,,,63010,3,1,1,Hybrid Nonfiction Forms,,
CSERW3916,,,71195,4,1,1,Native Amer and Indigenous Film,,
PSYCW3270,,,24755,3,1,1,Comput Approaches-Human Vision,,
EESCV1010,,,89697,2,1,1,"Field Excur to Death Valley,Ca",,
INAFU6301,,,78246,3,2,1,Corporate Finance,,
POLSW3215,,,13049,2,1,1,Workshop In Media and Politics,,
AHISV3673,,,74535,3,1,1,History of Photography,,
ENGLX3188,,,9269,3,1,1,The Modern Novel,,
INAFU4890,,,63147,3,1,1,Dynamics of Turkish Polit,,
MDESG4326,,,86035,3,1,1,Armenian Gencide Holocst Memry,,
ANTHV2005,,,17107,3,1,1,The Ethnographic Imagination,,
ANTHV2205,,,25849,0,1,1,Ethnographic Imagination-Disc,,
EARLW4310,,,23444,4,1,1,Life Writ/Tibet Buddhist List,,
MDESW4810,,,27780,4,1,1,Advanced Sanskrit I,,
ECONW4480,,,71503,3,1,1,Gender and Applied Economics,,
POLSW4150,,,2870,3,1,1,Crisis and Critique: Frankfurt Sch,,
GERMW3444,,,12417,3,1,1,Survey of German Lit: 20C (Ger),,
GERMW3445,,,68248,3,1,1,Survey of German Lit: 20C,,
CHNSW4017,,,20164,4,1,1,Fourth Year Chinese Adv I,,
PHYSX3001,,,8802,3,1,1,Classical Waves - Lec,,
WRITW3336,,,10898,3,1,1,Translation Seminar,,
AHISW4176,,,83400,3,2,1,"Art,Archaeol-Hist of Anatolia",,
GERMW4532,,,26442,3,1,1,German Cinema: Weimar (Eng),,
AHISW3238,,,62996,3,2,1,Arch of 11/12 Cent-Digital Age,,
UKRNW1102,,,22599,4,1,1,Elementary Ukrainian II,,
DNCEX3339,,,3399,1,1,1,Advanced Contact Improvisatn,,
CLENW4822,,,73677,3,1,1,19Th Century European Nov,,
ENGLW4635,,,74156,3,1,1,Science Fiction Poetics,,
HSEAW4712,,,88530,5,1,1,Local History In Tibet,,
RELIV3742,,,13247,3,1,1,Freud and Derrida,,
AHISW4849,,,25898,0,1,1,Neo-Dada and Pop Art,,
GREKV1102,,,63256,4,1,1,Elementary Greek II,,
ENGLX3185,,,7443,3,1,1,Modrn British and Amercan P,,
HISTW3271,,,96046,3,1,1,Ukraine Hist: Unmaking Sov Emp,,
ENGLW4619,,,72898,3,1,1,African-American Literature,,
ENGLW3740,,,61966,4,1,1,The Novels of Toni Morrison,,
VIETW1102,,,61714,4,1,1,First Year Vietnamese II,,
HISTW3448,,,12030,3,1,1,America Since 1945,,
DNCEX1250,,,3718,1,2,1,Hip Hop Dance and Culture,,
COMSW4560,COMS,4560,64701,3,3,1,Intro-Comp Appl-Hlth Cre/Biomd,,
RMANW1201,,,62530,4,1,1,Intermediate Romanian I,,
SPANX3451,,,9809,3,1,1,Lit and Pop Cltre Franco'S Spain,,
HSEAG4888,,,68296,4,1,1,Women and Gender In Korean Hist,,
ECONW4260,,,82746,3,1,1,Market Design,,
ENGLF1013,,,17399,3,1,1,University Writing: Sust Dev,,
LATNV1102,,,21107,4,2,1,Elementary Latin II,,
PHILV2101,,,68845,4,1,1,Presocratics to Augustine,,
SOCIW3900,,,63341,4,1,1,Societal Adapt to Terrorism,,
LINGW4171,,,15849,3,1,1,Languages of Africa,,
MUSIG4500,,,73389,3,1,1,Jazz Transcription and Analysis,,
FRENX3022,,,5287,3,1,1,Major French Texts II,,
SDEVW3360,,,22192,3,1,1,Disasters and Development,,
ANTHV3977,,,75965,4,1,1,Trauma,,
CLEAW4101,,,68774,4,1,1,Literature and Culture Th,,
HISTW3330,,,21226,3,1,1,Europe: Nazi New Order to Eu,,
RELIW4622,,,27599,4,1,1,Spiritual Quest-August Wilson,,
MDESW1404,,,28281,4,1,1,Intermediate Sanskrit I,,
MDESW1405,,,20866,4,1,1,Intermediate Sanskrit II,,
MDESW4812,,,60481,4,1,1,Advanced Sanskrit II,,
GERMW3333,,,61953,3,1,1,Intro to German Lit (German),,
MDESW3990,,,87030,3,1,1,"Sci,Rel and Polit In Ottoman Empire",,
HISTW3926,,,64529,3,1,1,Hist Origins of Human Rights,,
VIARR4510,,,73334,3,1,1,Advanced Video,,
PHYSG6011,,,16777,3,2,1,Astrophysics I,,
CLYDW3500,,,79032,3,1,1,Readings: Humor In Jewish,,
POLSW3245,,,60692,3,1,1,Race-Ethnicity In Amercn Pltcs,,
UKRNW1201,,,21433,4,1,1,Intermediate Ukrainian I,,
UKRNW1202,,,60913,4,1,1,Intermediate Ukrainian II,,
BIOCC3512,,,70967,3,1,1,Molecular Biology,,
ANTHV1007,,,77746,3,2,1,The Origins of Human Society,,
AHISW4084,,,79284,3,1,1,Mesoamerican Art and Archit,,
SOCIC3998,,,19821,6,1,1,Individual Study I,,
PHILV3237,,,9239,3,1,1,Late Medvl and Modern Philos,,
AHISW3921,,,70107,4,1,1,Patronage/Monuments of India,,
AFRSX2006,,,7625,3,1,1,Introduction African Diaspora,,
AHISW3407,,,23153,3,1,1,"Early Italian Art, 1250-1500",,
DTCHW3998,,,61785,1,1,1,Supervised Individual Research,,
QMSSG4016,,,73734,3,1,0,Regession Model-Temp Process,,
QMSSG4070,,,70006,4,4,0,Gis and Spatial Analysis-Soc Sci,,
CSEEE6824,COMS,6824,87699,3,24,0,Parallel Computer Arch,,
A&HMY4161,,,51818,2,3,0,Saxophone Inst: Non-Major,,
FINCB9301,,,60679,3,35,0,Hedge Funds,,
DRANB8837,,,70400,3,18,0,Risk Management,,
OPMNB7815,,,65154,3,1,0,Supply Chain Management,,
OPMNB8861,,,27532,3,33,0,Service Operations,,
EESCG6920,,,29035,3,2,0,Dynamics of Climate,,
EESCG6922,,,72796,3,1,0,Atmospheric Radiation,,
ECONG6222,,,11007,3,1,0,Adv Macroeconomic Analysis II,,
ECONG6225,,,10988,3,1,0,Topics In Economic Analysis I,,
ECONG6413,,,74487,3,1,0,Macro-Econometrics,,
INAFU6347,,,23400,3,1,0,Us Role In World Affairs I,,
INAFU6346,,,83147,3,1,0,Us Role In World Affairs I,,
MGMTB7521,,,74636,3,4,0,Lean Launchpad,,
COMSW4706,COMS,4706,88037,3,37,0,Spoken Language Processing,,
ELENE6430,ELEN,6430,11601,3,17,0,Applied Quantum Optics,,
EAEEE9282,EAEE,9282,87049,0,18,0,Mineral Engineering Seminar,,
ELENE6712,ELEN,6712,12405,3,130,0,Communication Theory,,
MSAEE6251,APAM,6251,88020,3,34,0,Thin Films and Layers,,
STATW4199,,,26971,3,9,0,Statistical Computing In Sas,,
STATW4200,,,72496,3,3,0,Applied Statistics,,
ECONB8219,,,26831,3,6,0,New Developments In Energy Mar,,
PLANA4214,,,13036,3,4,0,Trans + Land Use Planning,,
EXRSG0001,,,77771,0,2,0,F/T Ext Residence Morn,,
ELENE9301,ELEN,9301,97350,3,2,0,Seminar In Electronic Devices,,
EHSCP9335,,,66851,3,12,0,Radiation Therapy Physics,,
OPMNB8817,,,92149,3,59,0,Supply Chain Mgmt For Mse,,
EAEEE9280,EAEE,9280,13515,0,259,0,Earth and Environmental Colloq,,
SUMAK4145,,,29031,3,5,0,Science of Sustainable Water,,
MATHG4073,,,26728,3,18,0,Quant Mthds In Investment Mgmt,,
PHYSG6092,,,27526,4,8,0,Electromagnetic Theory,,
CHEMG4232,,,63011,4,3,0,Intro to Molecular Modeling,,
PHYSG6082,,,14581,3,28,0,Condensed Matter Physics I,,
APAME9301,APAM,9301,96948,12,13,0,Doctoral Research,,
MTFCG0002,,,88882,0,1,0,P/T Mat and Facilities Morn,,
FINCB8314,,,13707,3,6,0,Real Estate Finance,,
COMSE6737,COMS,6737,18792,3,66,0,Biometrics,,
EAEEE6208,EAEE,6208,76531,3,7,0,Combustion Chemistry and Process,,
BINFG4013,,,76296,3,4,0,Biological Sequence Analysis,,
APPHE4711,APAM,4711,81801,3,24,0,Rad Instrument/Measurement Lab,,
EHSCP9330,,,62702,3,10,0,Diagnostic Radiologicl Physics,,
DRANB8850,,,92798,3,46,0,Mse Game-Theoretc Bus Strategy,,
OPMNB8833,,,86282,3,43,0,Mse Managerial Negotiations,,
EEBME6091,ELEN,6091,73500,3,5,0,Neuromorphic Engineering,,
IEORE9101,IEOR,9101,22946,4,17,0,Research,,
BMENE8001,BMEN,8001,75785,3,8,0,Topics In Nanobiotcehnology,,
COMSE6253,COMS,6253,70953,3,8,0,Adv Tpcs-Comput Learning Thry,,
ELENE9403,ELEN,9403,29706,3,1,0,Seminar In Photonics,,
