ID,Dept,Number,Call,Credits,Taken,Undergrads,Name,Department,Culpa,,,,
STABF0002,,,86541,0,33,0,Full-Time Study Abroad Program,Other,,,,,
STABL0003,,,69304,12,127,0,Law Intl Exchange Program,Other,,,,,
STABL0007,,,92708,12,115,0,Alliance Program - Amster,Other,,,,,
STATG4900,,,19291,1,71,0,Unpaid Internship,Statistics,,,,,
STATG6102,,,29140,4,136,0,Stat Modellng/Data Analysis II,Statistics,,,,,
STATG6104,,,64358,3,103,0,Computational Statistics,Statistics,,,,,
STATG6106,,,26536,4,134,0,Probability Theory II,Statistics,,,,,
STATG6108,,,14250,4,123,0,Statisticl Inference Theory II,Statistics,,,,,
STATG6210,,,66844,2,130,0,Statistical Consulting,Statistics,,,,,
STATG6501,,,71930,3,1078,0,Stochastc Procsses-Applictns I,Statistics,,,,,
STATG6505,,,18981,3,1189,0,Stochastic Methods In Finance,Statistics,,,,,
STATG7010,,,69155,0,48,0,Topics In Risk,Statistics,,,,,
STATG8243,,,71085,3,129,0,Topics In Advanced Probability,Statistics,,,,,
STATG8252,,,65963,3,112,0,Graduate Independent Research,Statistics,,,,,
STATG8325,,,14582,3,331,0,Topics In Advanced Statistics,Statistics,,,,,
STATG9002,,,27334,3,289,0,Sem-Advancd Mathmatcl Stat I,Statistics,,,,,
STATG9004,,,69407,3,62,0,Seminar In Advancd Probability,Statistics,,,,,
STATW1001,,,75931,3,2336,0,Intro to Statistical Reasoning,Statistics,,,,,
STATW1111,,,14837,3,3396,0,Introduction to Statistics,Statistics,,,,,
STATW1211,,,70192,3,4622,0,Introduction to Statistics,Statistics,,,,,
STATW2025,,,28674,3,157,0,Appl Statistical Methods,Statistics,,,,,
STATW3107,,,61074,3,438,0,Intro to Statistical Inference,Statistics,,,,,
STATW4025,,,68390,3,23,0,Appl Statistical Methods,Statistics,,,,,
STATW4105,,,28896,3,1384,0,Probability,Statistics,,,,,
STATW4107,,,66890,3,1044,0,Statistical Inference,Statistics,,,,,
STATW4201,,,63905,3,1639,0,Advanced Data Analysis,Statistics,,,,,
STATW4240,,,23341,3,1713,0,Data Mining,Statistics,,,,,
STATW4249,,,73645,3,174,0,Applied Data Science,Statistics,,,,,
STATW4290,,,25798,3,1164,0,Statistical Methods In Finance,Statistics,,,,,
STATW4315,,,15963,3,2656,0,Linear Regression Models,Statistics,,,,,
STATW4325,,,22358,3,350,0,Generalized Linear Models,Statistics,,,,,
STATW4400,,,16844,3,734,0,Statistical Machine Learning,Statistics,,,,,
STATW4413,,,72371,3,426,0,Nonparametric Statistics,Statistics,,,,,
STATW4415,,,13705,3,81,0,Multivariate Stat Inference,Statistics,,,,,
STATW4437,,,11071,3,1484,0,Time Series Analysis,Statistics,,,,,
STATW4543,,,74421,3,244,0,Survival Analysis,Statistics,,,,,
STATW4606,,,70094,3,869,0,Elementry Stochastic Processes,Statistics,,,,,
STATW4635,,,72234,3,332,0,Stochastic Processes For Fin,Statistics,,,,,
STATW4640,,,13773,3,231,0,Bayesian Statistics,Statistics,,,,,
STATW4701,,,24333,3,171,0,Exploratory Data Analysis/Visual,Statistics,,,,,
STATW4840,,,13153,3,1022,0,Theory of Interest,Statistics,,,,,
STATW3997,,,15953,3,28,0,Individual Research,Statistics,,,,,
SUN05P,,,10834,0,55,0,Surg: Cardiac and Thoracic Subi,Other,,,,,
SUN13P,,,23758,0,46,0,Plastic Surgery Preceptor,Other,,,,,
SUN03P,,,61245,0,21,0,Surg: Cardiovascular Precep,Other,,,,,
SUN20P,,,60041,0,33,0,Surgery: Acute Care,Other,,,,,
SUN41H,,,26554,0,11,0,Surg Oncology Preceptorship,Other,,,,,
SUN06P,,,14065,0,93,0,Surgery Subinternship,Other,,,,,
SUN07P,,,69149,0,17,0,Surgical Oncology: Breast,Other,,,,,
SUN01P,,,67921,0,38,0,Surgery: Pediatric Subi,Other,,,,,
SUN09P,,,76827,0,15,0,Renal Transplantation,Other,,,,,
SUN15P,,,25773,0,6,0,Surgical Onology Preceptorship,Other,,,,,
SUN40H,,,64632,0,38,0,Surgery: Trauma Subinternship,Other,,,,,
SUN950,,,25303,0,22,0,Surgery Research,Other,,,,,
SUN700,,,23288,0,125,0,Surgery Away,Other,,,,,
SUMAK4020,,,18671,3,247,0,Cost Benefit Analysis,Continuing Education,,,,,
SUMAK4025,,,73730,3,130,0,Sust Comm Strat and Report,Continuing Education,,,,,
SUMAK4035,,,63203,3,187,0,Ghg Emissions Carbon Footprint,Continuing Education,,,,,
SUMAK4100,,,70734,3,1388,0,Sustainability Management,Continuing Education,,,,,
SUMAK4119,,,69344,3,42,0,Emp Appr to Bldg Energy,Continuing Education,,,,,
SUMAK4130,,,14776,3,159,0,Sustainable Cities,Continuing Education,,,,,
SUMAK4135,,,67717,3,321,0,Analysis For Energy Efficiency,Continuing Education,,,,,
SUMAK4140,,,67565,3,187,0,Sustainability Science,Continuing Education,,,,,
SUMAK4145,,,19916,3,193,0,Science of Sustainable Water,Continuing Education,,,,,
SUMAK4146,,,77224,3,54,0,Water Systems Analysis,Continuing Education,,,,,
SUMAK4155,,,15164,3,228,0,Energy Markets and Innovat,Continuing Education,,,,,
SUMAK4165,,,25488,3,65,0,Pol Econ Energ and Clim Policies,Continuing Education,,,,,
SUMAK4175,,,15813,3,316,0,Global Environmental Markets,Continuing Education,,,,,
SUMAK4180,,,74054,3,107,0,Writing-Global Sci-Intl Media,Continuing Education,,,,,
SUMAK4190,,,24501,3,320,0,Econ of Sustainability Mgmt,Continuing Education,,,,,
SUMAK4193,,,21370,3,179,0,Stat For Sustainability,Continuing Education,,,,,
SUMAK4195,,,18206,3,307,0,Green Accounting,Continuing Education,,,,,
SUMAK4200,,,15171,3,603,0,Integrative Capstone Workshop,Continuing Education,,,,,
SUMAK4230,,,27389,3,210,0,The Earth'S Climate System,Continuing Education,,,,,
SUMAK4235,,,26424,3,110,0,Science of Urban Ecology,Continuing Education,,,,,
SUMAK4301,,,15798,3,103,0,Intl Envir Law For Sustai,Continuing Education,,,,,
SUMAK4310,,,73341,3,174,0,Prac-Innovatv Sustain Leadrshp,Continuing Education,,,,,
SUMAK4997,,,28751,3,106,0,Independent Study,Continuing Education,,,,,
SURGM7201,,,67196,0,1513,0,Surgery Clerkship,Other,,,,,
SURGM7205,,,88458,0,28,0,Plastic Surgery Clerkship,Other,,,,,
SWEDW1102,,,67449,4,35,0,Elementary Swedish II,Other,,,,,
SWHLW1102,,,13159,4,147,0,Elementary Seahili II,Other,,,,,
SWHLW1202,,,69898,4,100,0,Intermediate Swahili II,Other,,,,,
SWHLW3336,,,76749,4,30,0,Advanced Swahili II,Other,,,,,
THEAR4031,,,18649,3,84,0,Playwriting Projects,Other,,,,,
THEAR4040,,,67199,3,176,0,History of Performance,Other,,,,,
THEAR4310,,,19269,3,44,0,Spcl Tpcs In Sm: Teams,Other,,,,,
THEAR4580,,,60781,1,98,0,Legal Writing Practicum,Other,,,,,
THEAR4801,,,75783,6,44,0,Field Study-Stage Production I,Other,,,,,
THEAR6001,,,23450,3,417,0,Theatre Practicum I (Visi,Other,,,,,
THEAR6008,,,60999,3,101,0,Seminar In Stage Management,Other,,,,,
THEAR6009,,,82537,3,6,0,Stage Mgt and Technical Productn,Other,,,,,
THEAR6011,,,99789,3,157,0,Contempory American Plays,Other,,,,,
THEAR6014,,,81766,3,60,0,Directing II,Other,,,,,
THEAR6018,,,11530,3,28,0,Adv Stage Management II,Other,,,,,
THEAR6025,,,11351,3,150,0,Role of the Theatre Producer,Other,,,,,
THEAR6110,,,13399,3,340,0,Actor-Director Workshop,Other,,,,,
THEAR6180,,,16557,3,99,0,Creative Producing,Other,,,,,
THEAR6185,,,17649,3,64,0,Creating a Play,Other,,,,,
THEAR6232,,,18350,3,55,0,Dramaturgy Practicum,Other,,,,,
THEAR6240,,,21201,3,94,0,Storytelling and Drama,Other,,,,,
THEAR6322,,,76297,3,98,0,Playwriting II,Other,,,,,
THEAR6340,,,21897,3,91,0,Fundamentals of Screenwriting,Other,,,,,
THEAR6390,,,71148,3,114,0,Television Writing,Other,,,,,
THEAR6400,,,71846,3,468,0,Scene Study,Other,,,,,
THEAR6430,,,72397,3,135,0,Models of Dramatic Structure,Other,,,,,
THEAR6432,,,82199,3,123,0,Text Analysis,Other,,,,,
THEAR6500,,,83148,3,72,0,Crticial Writing For Theatre I,Other,,,,,
THEAR6508,,,86348,3,610,0,Acting Techniques,Other,,,,,
THEAR6510,,,23345,3,41,0,Fundamentals of Acting,Other,,,,,
THEAR6513,,,87701,3,165,0,Acting II,Other,,,,,
THEAR6517,,,88450,3,292,0,Voice and Text II,Other,,,,,
THEAR6520,,,60949,3,421,0,Collaboration,Other,,,,,
THEAR6527,,,64703,3,153,0,Theatre Mgmt/Administration I,Other,,,,,
THEAR6528,,,63028,3,121,0,Theatre Mgmt/Administration I,Other,,,,,
THEAR6530,,,62039,3,79,0,Theatre Management Seminar,Other,,,,,
THEAR6610,,,93635,3,128,0,Issues In Nat'L Nfp Theater,Other,,,,,
THEAR8001,,,88951,3,137,0,Acting For Camera,Other,,,,,
THEAR8010,,,75540,3,30,0,Theatre Internship I,Other,,,,,
THEAR8013,,,62147,3,96,0,Playwriting IV,Other,,,,,
THEAR8015,,,63250,3,60,0,Directing IV,Other,,,,,
THEAR8016,,,17752,3,54,0,Shakespeare In Performance,Other,,,,,
THEAR8018,,,76798,3,66,0,Critical Issues-Theatre Mngmnt,Other,,,,,
THEAR8026,,,78148,3,72,0,Adv Drama Criticism Seminar,Other,,,,,
THEAR8033,,,81496,3,82,0,Critical Issues In Stage Mgmt,Other,,,,,
THEAR8035,,,82348,3,26,0,Playwriting Thesis Preparation,Other,,,,,
THEAR8055,,,86797,3,118,0,Accounting For Theatre,Other,,,,,
THEAR8060,,,87504,3,164,0,Fundraising and Marketing: ,Other,,,,,
THEAR8211,,,91201,3,247,0,Directed Studies: Playwri,Other,,,,,
THEAR8515,,,69287,3,167,0,Acting IV,Other,,,,,
THEAR8519,,,97401,3,167,0,Voice and Shakespeare II,Other,,,,,
THEAR8527,,,13442,3,633,0,Acting Studio II,Other,,,,,
THEAR8998,,,88250,3,102,0,Individual Research and Writing,Other,,,,,
THTRV2002,,,1666,3,403,0,New York Theatre,Other,,,,,
THTRV2004,,,3276,2,32,0,Movement For Actors,Other,,,,,
THTRV2007,,,1036,3,200,0,Scene Lab,Other,,,,,
THTRV2121,,,3559,3,28,0,Stage Management,Other,,,,,
THTRV3005,,,4426,3,402,0,Acting the Song,Other,,,,,
THTRV3122,,,3025,2,641,0,Rehearsal and Performance,Other,,,,,
THTRV3134,,,8247,3,84,0,Lighting Design,Other,,,,,
THTRV3135,,,2270,3,92,0,Scene Design,Other,,,,,
THTRV3151,,,3990,3,228,0,Westrn Theatre Trad: Mode,Other,,,,,
THTRV3155,,,3926,4,48,0,Traditional Indian Performnce,Other,,,,,
THTRV3165,,,3141,4,32,0,Theories Performnc Studie,Other,,,,,
THTRV3172,,,5957,2,344,0,Rehearsal and Performance,Other,,,,,
THTRV3200,,,4115,3,181,0,History and Practice of Directing,Other,,,,,
THTRV3201,,,2899,3,68,0,Directing Laboratory,Other,,,,,
THTRV3301,,,4908,3,57,0,Play Development,Other,,,,,
THTRV3997,,,8629,4,133,0,Senior Thesis: Directing,Other,,,,,
THTRV3998,,,7475,4,28,0,Senior Thesis: Research,Other,,,,,
TIBTG4601,,,67566,3,32,0,Elementary Modern Tibetan,Other,,,,,
TIBTG4604,,,14200,3,29,0,Intermed Modern Tibetan I,Other,,,,,
TIBTG4612,,,70285,3,24,0,Advanced Modern Tibetan,Other,,,,,
TIBTW4411,,,13029,3,30,0,Elementary Classicl Tibetan II,Other,,,,,
TIBTW4413,,,19231,3,22,0,Intermed Classical Tibetan I,Other,,,,,
TMGTK4125,,,74450,3,541,0,Technology and the Law,Other,,,,,
TMGTK4126,,,80848,3,259,0,Strategic Advocacy,Other,,,,,
TMGTK5101,,,67158,4,524,0,Executive Seminar,Other,,,,,
UKRNG8002,,,62454,3,3,0,Dir Rsch In Ukrainian Lit I,Other,,,,,
UKRNW1102,,,22599,3,23,0,Elementary Ukrainian II,Other,,,,,
UKRNW1202,,,77243,3,36,0,Intermediate Ukrainian II,Other,,,,,
UKRNW4037,,,12458,3,8,0,The Aura-Sov Ukrainian Modrnsm,Other,,,,,
URN01P,,,67720,0,109,0,Urology Subinternship,Other,,,,,
URN950,,,76305,0,16,0,Urology Research,Other,,,,,
URN700,,,20422,0,83,0,Urology Away,Other,,,,,
URBSV2200,,,3078,3,126,0,Introduction to Gis Metho,Other,,,,,
URBSV3200,,,4254,3,403,0,Gis Methods and Case Studie,Other,,,,,
URBSV3308,,,4473,3,59,0,Intro Urban Ethnographies,Other,,,,,
URBSV3315,,,2613,3,52,0,Metropolitics Race and Plac,Other,,,,,
URBSV3530,,,9651,4,84,0,Urban Development,Other,,,,,
URBSV3546,,,9660,4,465,0,Junior Colloq In Urban Studies,Other,,,,,
URBSV3550,,,5394,4,219,0,Community Building,Other,,,,,
URBSV3565,,,5717,4,213,0,Cities In Developng Countries,Other,,,,,
URBSV3993,,,823,4,142,0,The Built Environment,Other,,,,,
URBSV3995,,,9801,4,157,0,Sr Sem: New York Field Rsrch,Other,,,,,
UROLM7201,,,98443,0,1444,0,Urology Clerkship,Other,,,,,
UTCHO3830,,,88042,3,1,0,"Equal of Souls,Inequal Duties",Other,,,,,
UTCSO3010,,,29292,3,1,0,Soc Just-Phil Fnd Rel Hist,Other,,,,,
UTCWO1050,,,28793,2,1,0,Communicating Live,Other,,,,,
UTSTO4010,,,81105,3,1,0,Theology,Other,,,,,
VAN91P,,,91703,0,501,0,Vacation,Other,Spiritua,,,,
VAN92P,,,93153,0,370,0,Vacation,Other,,,,,
VIARH3992,,,94286,3,30,0,Creation Perso - Devt,Visual Arts,,,,,
VIARR1001,,,16400,3,1079,0,Basic Drawing,Visual Arts,,,,,
VIARR3001,,,67799,3,171,0,Drawing II - Mixed Media,Visual Arts,,,,,
VIARR3021,,,19271,3,142,0,Figure Drawing I,Visual Arts,,,,,
VIARR3130,,,82599,3,70,0,Ceramics I,Visual Arts,,,,,
VIARR3201,,,86798,3,432,0,Painting I,Visual Arts,,,,,
VIARR3202,,,91000,3,140,0,Painting II,Visual Arts,,,,,
VIARR3203,,,92299,3,19,0,Painting III,Visual Arts,,,,,
VIARR3210,,,78448,3,91,0,Figure Painting,Visual Arts,,,,,
VIARR3330,,,94259,3,301,0,Sculpture I,Visual Arts,,,,,
VIARR3331,,,25954,3,76,0,Sculpture II,Visual Arts,,,,,
VIARR3332,,,26532,3,96,0,Sculpture III,Visual Arts,,,,,
VIARR3402,,,62193,3,45,0,Printmaking II: Intaglio,Visual Arts,,,,,
VIARR3413,,,63458,3,43,0,Printmaking I: Silkscreen,Visual Arts,,,,,
VIARR3414,,,78288,3,3,0,Printmaking II: Silkscreen,Visual Arts,,,,,
VIARR3415,,,72198,3,54,0,Advanced Printmaking,Visual Arts,,,,,
VIARR3420,,,93636,3,82,0,Printmaking: Drawing Into Print,Visual Arts,,,,,
VIARR3503,,,78099,3,95,0,Beginning Video,Visual Arts,,,,,
VIARR3701,,,82946,3,876,0,Photography: Photo I,Visual Arts,,,,,
VIARR3901,,,68349,2,127,0,Senior Thesis I,Visual Arts,,,,,
VIARR3902,,,92049,2,110,0,Senior Thesis II,Visual Arts,,,,,
VIARR3921,,,81350,2,122,0,Visiting Critic I,Visual Arts,,,,,
VIARR3922,,,96348,2,113,0,Visiting Critic II,Visual Arts,,,,,
VIARR4005,,,77285,3,50,0,Problems In Drawing,Visual Arts,,,,,
VIARR4130,,,89287,3,31,0,Ceramics I,Visual Arts,,,,,
VIARR4301,,,11285,3,37,0,Sculpture I,Visual Arts,,,,,
VIARR4302,,,15946,3,18,0,Sculpture II,Visual Arts,,,,,
VIARR4303,,,22598,3,67,0,Sculpture III,Visual Arts,,,,,
VIARR4402,,,26347,3,11,0,Printmaking II: Intaglio,Visual Arts,,,,,
VIARR4415,,,92080,3,76,0,Advanced Printmaking,Visual Arts,,,,,
VIARR4510,,,73334,3,54,0,Advanced Video,Visual Arts,,,,,
VIARR4603,,,61500,3,276,0,Critical Issues In Art II,Visual Arts,,,,,
VIARR4605,,,66399,3,261,0,Critical Issues In Art IV,Visual Arts,,,,,
VIARR4621,,,68547,1,299,0,Visiting Artist Series II,Visual Arts,,,,,
VIARR4623,,,75997,0,265,0,Visiting Artist Series IV,Visual Arts,,,,,
VIARR4629,,,78299,6,266,0,Studio Practice/Criticism I,Visual Arts,,,,,
VIARR4631,,,83299,6,259,0,Studio Practice/Criticism I,Visual Arts,,,,,
VIARR4702,,,87400,3,64,0,Photo: Digital Documentary,Visual Arts,,,,,
VIARR4710,,,91598,3,221,0,Photography: Photo III Se,Visual Arts,,,,,
VIARR4932,,,93351,4,261,0,Independent Study,Visual Arts,,,,,
VIARR6911,,,98649,3,274,0,Graduate Studio II,Visual Arts,,,,,
VIARR6913,,,85031,3,266,0,Graduate Studio IV,Visual Arts,,,,,
VIETW1202,,,25899,4,28,0,Intermediate Vietnamese II,Other,,,,,
WLOFW1102,,,71702,4,37,0,Elementary Wolof II,Other,,,,,
WLOFW1202,,,74925,4,18,0,Intermediate Wolof II,Other,,,,,
WMSTG4000,,,12810,3,137,0,Bodies Carnalities,Other,,,,,
WMSTG4319,,,86604,3,6,0,Topics In Sexuality Law,Other,,,,,
WMSTH3550,,,92552,3,38,0,The Sex-Trade Economy,Other,,,,,
WMSTI3992,,,12000,4,3,0,Intro to Feminist Theor,Other,,,,,
WMSTV1001,,,7651,3,692,0,Intro-Women and Gender Studies,Other,,,,,
WMSTV3141,,,86647,4,11,0,Sex and Sci: Power of Knowledge,Other,,,,,
WMSTV3311,,,3612,4,168,0,Feminist Theory,Other,,,,,
WMSTW3915,,,9334,4,121,0,Gender and Power In Global Persp,Other,,,,,
WMSTW3988,,,12903,4,8,0,Gender and Militarization,Other,,,,,
WMSTW4305,,,9457,4,49,0,Feminist Postcolonial The,Other,,,,,
WMSTW4309,,,2996,4,51,0,"Sex,Gender, and Transgndr Que",Other,,,,,
WMSTW4317,,,29281,4,18,0,"Gender, Culture, and Righ",Other,,,,,
WMSTW4320,,,8773,4,100,0,Queer Theories and Historie,Other,,,,,
WMSTX3122,,,295,3,12,0,Contem Am--Jewish Wmn Wri,Other,,,,,
WMSTX3506,,,7659,4,3,0,Memory Childhd Dictatorship,Other,,,,,
WMSTX3530,,,8866,4,86,0,Feminist Media Theory,Other,,,,,
WMSTX3599,,,1046,2,30,0,Independent Research,Other,,,,,
WMSTV3522,,,1088,4,84,0,Senior Seminar II,Other,,,,,
WRITR6005,,,19284,6,1227,0,Fiction Workshop,Other,,,,,
WRITR6025,,,67749,6,639,0,Nonfiction Workshop,Other,,,,,
WRITR6045,,,91449,6,409,0,Poetry Workshop,Other,,,,,
WRITR6062,,,23098,3,142,0,Fictional History,Other,,,,,
WRITR6063,,,74800,3,212,0,Translation: Intro Worksh,Other,,,,,
WRITR6205,,,27541,3,2393,0,Revise Like An Editor,Other,,,,,
WRITR6217,,,22553,3,568,0,The Writer As Teacher,Other,,,,,
WRITR6221,,,25557,3,688,0,Life Writing,Other,,,,,
WRITR6225,,,13288,3,1313,0,Scientists and Writers,Other,,,,,
WRITR6241,,,11500,3,697,0,13 Ways of Making a First,Other,,,,,
WRITR6245,,,80997,3,1223,0,Known Masters Unk Master,Other,,,,,
WRITR6305,,,18006,1,1729,0,Nonfic From a Fem Perspec,Other,,,,,
WRITR6400,,,16852,3,177,0,Independent Study,Other,,,,,
WRITR6401,,,28556,3,185,0,Internship,Other,,,,,
WRITR8012,,,29709,9,388,0,Fiction Thesis Workshop,Other,,,,,
WRITR8045,,,61800,9,128,0,Poetry Thesis Workshop,Other,,,,,
WRITR9000,,,72808,0,378,0,Thesis Advisement,Other,,,,,
WRITW1001,,,88100,3,587,0,Beginning Fiction Workshop,Other,,,,,
WRITW1101,,,96197,3,296,0,Beginning Nonfiction Workshop,Other,,,,,
WRITW1201,,,98500,3,219,0,Beginning Poetry Work,Other,,,,,
WRITW2001,,,80033,3,295,0,Intermediate Fiction Workshop,Other,,,,,
WRITW2101,,,19266,3,139,0,Intermediate Nonfiction Wrkshp,Other,,,,,
WRITW3001,,,62698,3,333,0,Advanced Fiction Workshop,Other,,,,,
WRITW3201,,,80948,3,82,0,Advanced Poetry Workshop,Other,,,,,
WRITW3302,,,98748,3,132,0,Approaches to the Short S,Other,,,,,
WRITW3307,,,81763,3,73,0,Eccentrics and Outsiders,Other,,,,,
WRITW3308,,,80783,3,146,0,Short Prose Forms,Other,,,,,
WRITW3333,,,28399,3,133,0,Traditions In Nonfiction,Other,,,,,
WRITW3335,,,27203,3,79,0,The Lyric Essay,Other,,,,,
WRITW3336,,,29784,3,45,0,Translation Seminar,Other,,,,,
WRITW3351,,,61782,3,49,0,Approaches to Poetry,Other,,,,,
WRITW3697,,,83447,4,125,0,Senior Fiction Workshop,Other,,,,,
WRITW3798,,,92547,4,67,0,Senior Nonfiction Workshop,Other,,,,,
WRITW3830,,,13535,3,76,0,Voices/Visions/Childhd/Yo,Other,,,,,
WRITW3898,,,96299,4,42,0,Senior Poetry Workshop,Other,,,,,
WRITW3998,,,78557,1,141,0,Independent Writing Project,Other,,,,,
YALGO678,,,22655,3,1,0,Math Models/Quantitative,Other,,,,,
YIDDG9501,,,76000,3,1,0,Guided Research,Other,,,,,
YIDDW1101,,,84031,4,185,0,Elementary Yiddish I,Other,,,,,
YIDDW1102,,,21840,4,101,0,Elementary Yiddish II,Other,,,,,
YIDDW3800,,,87148,3,83,0,Magic and Monsters-Yiddish,Other,,,,,
YIDDW3998,,,87803,6,28,0,Independent Study II,Other,,,,,
YORUW1102,,,66310,4,13,0,Elementary Yoruba II,Other,,,,,
YORUW1202,,,27696,4,9,0,Intermediate Yoruba II,Other,,,,,
ZULUW1102,,,23335,4,22,0,Elementary Zulu II,Other,,,,,
ZULUW1202,,,68428,4,17,0,Intermediate Zulu II,Other,,,,,
ACCTB7009,,,25014,3,390,0,Financial Statement Analysis,Other,,,,,
ACCTB9015,,,77196,1,19,0,(Phd) Financial Reporting In B,Other,,,,,
ACCTB9016,,,68285,1,13,0,(Phd) Executive Compensation,Other,,,,,
AFASS4998,,,61997,3,1,0,Graduate Independent Study,Other,,,,,
AHISO3715,,,13943,3,20,0,Arts In Paris,Art History,,,,,
AHISO4350,,,96697,4,12,0,City and Its Monuments: Istanbul,Art History,,,,,
AHISO4430,,,62194,3,32,0,Arts In Venice,Art History,,,,,
AHISO4432,,,65797,4,10,0,Intro Conservation of Venice,Art History,,,,,
AHISO4434,,,27530,3,7,0,Venetian Palazzi: Venice,Art History,,,,,
AHISO4500,,,82996,3,12,0,Architecture Sultans: Istanbul,Art History,,,,,
AHISS3605,,,70575,3,173,0,Ny: Arch and Cultural Hist-City,Art History,,,,,
AHISS3643,,,15890,3,77,0,Jackson Pollock and New Yor,Art History,,,,,
AHISS3800,,,75838,3,8,0,Architecture and Propaganda,Art History,,,,,
AHISS3860,,,66927,3,55,0,Medieval Art In Manhattan,Art History,,,,,
AHISS4428,,,13816,3,8,0,16Th C Ital Art-Ny Collections,Art History,,,,,
AHISS4632,,,62421,3,8,0,Democracy In American Art,Art History,,,,,
AHISS4640,,,19079,3,22,0,Impressionism In New York,Art History,,,,,
AHISS4820,,,23585,4,44,0,Eval the Evid of Authenticity,Art History,,,,,
AHISS8156,,,67147,3,8,0,Rel Art/Arch-Greek Antiq-Byz,Art History,,,,,
AHUMS3340,,,74622,3,20,0,Arts of China Japan Korea,Other,,,,,
AHUMS3400,,,65711,4,28,0,Colloquium On Major Texts,Other,,,,,
AMSTS4999,,,11747,2,14,0,Supervised Individual Research,Other,,,,,
ANTHS1002,,,22369,3,104,0,The Interpretation of Culture,Anthropology,,,,,
ANTHS3009,,,13458,3,29,0,The Anthropology of Islam,Anthropology,,,,,
ANTHS3010,,,73406,3,2,0,War and Society,Anthropology,,,,,
ANTHS3011,,,64495,3,1,0,Violence,Anthropology,,,,,
ANTHS4024,,,21153,3,6,0,Anthropology of Europe,Anthropology,Salvation,,,,
ANTHS4109,,,17905,3,40,0,Political Econ of Latin Amer,Anthropology,,,,,
ANTHS4209,,,16689,3,43,0,Caribbean Societies and Cultures,Anthropology,,,,,
ANTHS4300,,,76637,3,3,0,Ethnographic Film,Anthropology,,,,,
ANTHS9101,,,68196,3,6,0,Rsch In Social/Cultural Anthro,Anthropology,,,,,
APAMS4999,,,76647,1,7,0,Supervised Internship,Other,,,,,
APARN0101,,,68445,0,97,0,What Is Art History?,Other,,,,,
APARN0103,,,90943,0,97,0,What Is Architecture?,Other,,,,,
APLCN0300,,,62348,0,80,0,The Art of Moving Pictures,Other,,,,,
APLCN0310,,,73146,0,102,0,What Is Great Literature?,Other,,,,,
APMAE3101,APAM,3101,14918,3,305,0,Applied Math I: Linear Algebra,Applied Physics/Math,,,,,
APPSN0201,,,26896,0,39,0,App Programming,Other,,,,,
APPSN0202,,,63782,0,39,0,App Programming,Other,,,,,
APRWN0102,,,65942,0,599,0,Writing Expository Prose,Other,,,,,
APRWN0103,,,94258,0,600,0,Crit Reading and Study Skills,Other,,,,,
ARAWN0250,,,75029,0,101,0,Culture and History/Arab World,Other,,,,,
ARCHA1003,,,98747,3,971,0,Introduction to Architecture,Architecture,,,,,
ARCHA4402,,,77096,3,921,0,Metropolis,Architecture,,,,,
ARCHA4404,,,82192,3,36,0,Global Cities Seminar,Architecture,,,,,
ARCHA4488,,,16746,3,604,0,Arguments,Architecture,,,,,
ARCHA4512,,,12147,3,22,0,Typologies,Architecture,,,,,
ARCHA4518,,,69692,3,20,0,Envelopes,Architecture,,,,,
ARCHA4519,,,28780,3,23,0,Design Seminar,Architecture,,,,,
ARCHA4528,,,22546,3,414,0,Digital Modeling-Urban,Architecture,,,,,
ARCHA4684,,,64029,3,182,0,Sustainable Design,Architecture,,,,,
ARCHA4685,,,27696,3,416,0,Urb Thry and Des-Post Indust Age,Architecture,,,,,
ARCHA4853,,,63246,0,509,0,Adv Arch Studio Tutorial,Architecture,,,,,
ARCHA6824,,,92066,3,414,0,Reading New York Urbanism,Architecture,,,,,
ARCHA6849,,,68441,9,415,0,Urban Design Studio I,Architecture,,,,,
ARCHA6853,,,94693,9,924,0,Advanced Arch Design Studio,Architecture,,,,,
ARCHA6900,,,80941,3,72,0,Research,Architecture,,,,,
ARCHS4365,,,67726,3,86,0,Arch and Devpt of New York City,Architecture,,,,,
ARCTN0120,,,62282,0,611,0,Intro-Arch Design and Theory,Other,,,,,
ARCTN0121,,,88196,0,359,0,Intro-Arch Design and Theory,Other,,,,,
ASTRS1403,,,79691,3,81,0,"Earth, Moon and Planets",Astronomy,,,,,
AUANO4300,,,97896,0,1,0,Ethnographic Film,Other,,,,,
AUFDO4370,,,23746,0,2,0,Foundations of Fundraising,Other,,,,,
BICON0211,,,83646,0,332,0,Conservation Biology,Other,,,,,
BICON0212,,,60031,0,83,0,Conservation Biology,Other,,,,,
BIENN0201,,,18148,0,367,0,Physical Effects On Cells,Other,,,,,
BIENN0210,,,20942,0,367,0,Physical Effects On Cells,Other,,,,,
BIETK4430,,,27646,1,26,0,Ethics and Pharmaceutical I,Other,,,,,
BIETK7002,,,16296,3,38,0,Empirical Methods In Bioethics,Other,,,,,
BIOLG4310,,,23324,6,70,0,Intensive Lab In Biotechnology,Biology,,,,,
BIOLS2501,,,15473,3,182,0,Contemporary Biology Lab,Biology,,,,,
BIOLS4502,,,62997,6,114,0,Supervised Res In Biotechnolgy,Biology,,,,,
BIOLS4503,,,78346,6,66,0,Supervised Res In Biotechnolgy,Biology,,,,,
